a	Year	Day	HourMinute	Air	Air Pess	Snow Depth	Precip
114	2004	123	2000	7.58	1003	6999	6.547
114	2004	123	2100	7.3	1003	6999	8.44
114	2004	123	2200	8.4	1002	6999	7.15
114	2004	123	2300	9.03	1000	6999	6.438
114	2004	124	0	8.52	999	6999	6.154
114	2004	124	100	8.25	999	6999	7.24
114	2004	124	200	9.14	998	6999	7.3
114	2004	124	300	8.89	998	6999	5.435
114	2004	124	400	8.43	997	6999	3.207
114	2004	124	500	8.41	997	6999	5.154
114	2004	124	600	7.09	997	6999	4.997
114	2004	124	700	8.23	997	6999	1.331
114	2004	124	800	8.05	998	6999	0.125
114	2004	124	900	7.53	998	6999	0.83
114	2004	124	1000	8.39	998	6999	0
114	2004	124	1100	6.86	997	6999	0.72
114	2004	124	1200	6.374	996	6999	0.72
114	2004	124	1300	5.047	995	6999	2.788
114	2004	124	1400	3.973	995	6999	10.23
114	2004	124	1500	2.732	996	6999	6.405
114	2004	124	1600	4.586	997	6999	0.697
114	2004	124	1700	4.536	997	6999	0.489
114	2004	124	1800	4.998	997	6999	0
114	2004	124	1900	4.958	998	6999	0.204
114	2004	124	2000	4.984	999	6999	0.023
114	2004	124	2100	4.34	1000	6999	0
114	2004	124	2200	3.79	1001	6999	0
114	2004	124	2300	3.311	1002	6999	0.141
114	2004	125	0	3.599	1003	6999	0.204
114	2004	125	100	3.223	1003	6999	0.016
114	2004	125	200	2.842	1004	6999	0
114	2004	125	300	2.708	1005	6999	0.047
114	2004	125	400	3.61	1004	6999	0.031
114	2004	125	500	2.39	1005	6999	0
114	2004	125	600	3.3	1005	6999	0.83
114	2004	125	700	4.063	1005	6999	1.332
114	2004	125	800	3.223	1005	6999	1.018
114	2004	125	900	7	1005	6999	1.426
114	2004	125	1000	7.47	1006	6999	0.392
114	2004	125	1100	7.95	1006	6999	0.83
114	2004	125	1200	7.53	1006	6999	2.547
114	2004	125	1300	8.06	1005	6999	5.351
114	2004	125	1400	7.96	1006	6999	6.704
114	2004	125	1500	7.4	1005	6999	8.16
114	2004	125	1600	7.88	1003	6999	7.89
114	2004	125	1700	7.71	1002	6999	8.76
114	2004	125	1800	10.27	1001	6999	12.1
114	2004	125	1900	9.15	1002	6999	11.48
114	2004	125	2000	9.12	1001	6999	9.88
114	2004	125	2100	9.08	998	6999	15.57
114	2004	125	2200	11.45	999	6999	14.09
114	2004	125	2300	10.9	998	6999	26.62
114	2004	126	0	10.96	997	6999	9.58
114	2004	126	100	9.4	995	6999	6.652
114	2004	126	200	8.81	995	6999	4.641
114	2004	126	300	11.27	994	6999	1.53
114	2004	126	400	11.04	993	6999	2.445
114	2004	126	500	9.55	990	6999	11.46
114	2004	126	600	9	993	6999	12.42
114	2004	126	700	6.835	994	6999	3.868
114	2004	126	800	5.857	994	6999	3.007
114	2004	126	900	4.942	995	6999	5.105
114	2004	126	1000	4.15	996	6999	4.369
114	2004	126	1100	3.65	997	6999	4.66
114	2004	126	1200	2.627	998	6999	2.793
114	2004	126	1300	3.021	998	6999	2.448
114	2004	126	1400	2.639	998	6999	0.778
114	2004	126	1500	3.281	998	6999	1.488
114	2004	126	1600	2.234	998	6999	0.172
114	2004	126	1700	1.566	998	6999	2.24
114	2004	126	1800	1.544	999	6999	1.156
114	2004	126	1900	1.189	998	6999	0.684
114	2004	126	2000	1.761	998	6999	1.028
114	2004	126	2100	1.73	998	6999	3.463
114	2004	126	2200	2.263	998	6999	1.441
114	2004	126	2300	3.025	997	6999	3.259
114	2004	127	0	2.656	995	6999	2.538
114	2004	127	100	3.159	993	6999	2.397
114	2004	127	200	3.678	992	6999	9.87
114	2004	127	300	3.397	993	6999	5.312
114	2004	127	400	2.644	995	6999	3.384
114	2004	127	500	1.451	995	6999	1.159
114	2004	127	600	1.112	995	6999	1.159
114	2004	127	700	1.475	998	6999	1.222
114	2004	127	800	1.377	998	6999	0.548
114	2004	127	900	1.9	1001	6999	0.303
114	2004	127	1000	2.226	1002	6999	0.731
114	2004	127	1100	1.465	1003	6999	0.397
114	2004	127	1200	1.663	1003	6999	0.981
114	2004	127	1300	1.185	1003	6999	0
114	2004	127	1400	1.502	1002	6999	1.3
114	2004	127	1500	1.837	1001	0.153	1.52
114	2004	127	1600	2.19	1000	0.174	2.679
114	2004	127	1700	4.4	999	0.166	7.79
114	2004	127	1800	6.231	999	0.168	10.78
114	2004	127	1900	6.586	999	0.154	4.591
114	2004	127	2000	6.423	1000	0.15	2.805
114	2004	127	2100	6.687	1001	0.131	3.04
114	2004	127	2200	6.569	1002	0.12	1.901
114	2004	127	2300	6.407	1002	0.106	3.679
114	2004	128	0	6.382	1002	0.097	2.898
114	2004	128	100	6.393	1003	0.089	1.692
114	2004	128	200	5.997	1003	0.095	2.177
114	2004	128	300	6.361	1003	0.086	3.321
114	2004	128	400	5.589	1003	0.081	2.334
114	2004	128	500	6.015	1004	0.082	3.76
114	2004	128	600	6.048	1004	0.072	2.914
114	2004	128	700	6.124	1005	0.069	1.77
114	2004	128	800	6.614	1006	0.065	0.705
114	2004	128	900	5.487	1007	0.066	0.454
114	2004	128	1000	5.886	1008	0.056	0.298
114	2004	128	1100	5.623	1009	0.055	0
114	2004	128	1200	5.279	1010	0.053	1.05
114	2004	128	1300	4.319	1010	0.053	0.58
114	2004	128	1400	3.438	1011	0.055	0
114	2004	128	1500	5.255	1011	0.048	0
114	2004	128	1600	4.141	1011	0.051	0.094
114	2004	128	1700	4.2	1011	0.049	0
114	2004	128	1800	4.825	1012	0.048	0.768
114	2004	128	1900	4.915	1012	0.05	1.05
114	2004	128	2000	4.386	1013	0.042	1.567
114	2004	128	2100	5.384	1013	0.039	1.269
114	2004	128	2200	5.498	1014	0.045	1.426
114	2004	128	2300	5.624	1015	0.041	2.115
114	2004	129	0	5.92	1015	0.046	0.141
114	2004	129	100	5.703	1015	0.043	0
114	2004	129	200	5.71	1016	0.042	0.486
114	2004	129	300	5.233	1016	0.038	0.282
114	2004	129	400	5.567	1016	0.038	0.094
114	2004	129	500	5.676	1016	0.037	0.235
114	2004	129	600	5.217	1017	0.03	0.423
114	2004	129	700	4.487	1017	0.032	0
114	2004	129	800	5.548	1018	0.024	1.097
114	2004	129	900	6.159	1018	0.028	1.128
114	2004	129	1000	6.577	1018	0.023	0.752
114	2004	129	1100	6.438	1019	0.021	0.862
114	2004	129	1200	6.277	1019	0.018	1.55
114	2004	129	1300	7.01	1019	0.01	0.395
114	2004	129	1400	7.22	1019	0.003	0.794
114	2004	129	1500	7.01	1019	0.005	2.365
114	2004	129	1600	7.04	1019	0	0.799
114	2004	129	1700	6.303	1019	0.005	0.141
114	2004	129	1800	5.905	1019	0.004	1.629
114	2004	129	1900	5.995	1020	0.005	1.472
114	2004	129	2000	6.889	1020	0.006	1.018
114	2004	129	2100	6.924	1021	0.004	0.673
114	2004	129	2200	6.861	1021	0.001	0.846
114	2004	129	2300	5.904	1021	0.004	0.846
114	2004	130	0	5.807	1021	0.003	0.861
114	2004	130	100	5.765	1021	0.004	0.627
114	2004	130	200	6.828	1022	0.003	0.251
114	2004	130	300	7.33	1022	0	0.298
114	2004	130	400	7.49	1022	0	0
114	2004	130	500	7.24	1022	0.003	0
114	2004	130	600	6.445	1022	0.002	0.736
114	2004	130	700	7.01	1022	0.007	0.047
114	2004	130	800	6.618	1023	0.003	0.063
114	2004	130	900	6.17	1024	0.002	0.016
114	2004	130	1000	6.318	1024	0.002	0.125
114	2004	130	1100	6.669	1024	0.003	0.172
114	2004	130	1200	6.896	1024	0.004	0.439
114	2004	130	1300	7.22	1024	0.004	0.345
114	2004	130	1400	7.32	1024	0.004	0.342
114	2004	130	1500	7.75	1024	0.003	0.234
114	2004	130	1600	7.78	1024	0.004	0
114	2004	130	1700	7.48	1024	0.004	0.141
114	2004	130	1800	6.035	1024	0.003	0
114	2004	130	1900	6.09	1025	0.004	0
114	2004	130	2000	5.145	1025	0.001	0
114	2004	130	2100	4.323	1025	0.001	0
114	2004	130	2200	4.429	1026	0.002	0
114	2004	130	2300	3.883	1026	0.001	0
114	2004	131	0	3.63	1026	0.002	0
114	2004	131	100	3.123	1026	0.001	0
114	2004	131	200	3.412	1026	0.004	0
114	2004	131	300	3.121	1026	0	0.031
114	2004	131	400	3.03	1025	0	0
114	2004	131	500	3.245	1025	0	0
114	2004	131	600	2.93	1025	0.001	0
114	2004	131	700	3.088	1025	0	0.007
114	2004	131	800	3.891	1025	0	0.207
114	2004	131	900	4.768	1025	0	0.101
114	2004	131	1000	5.79	1026	0.004	0.292
114	2004	131	1100	6.733	1025	0.002	0.287
114	2004	131	1200	6.883	1025	0.005	0.046
114	2004	131	1300	7.71	1024	0.004	0.031
114	2004	131	1400	7.08	1024	0.003	0
114	2004	131	1500	8.52	1023	0.005	0.335
114	2004	131	1600	8.19	1023	0.006	0
114	2004	131	1700	7.02	1023	0.004	0
114	2004	131	1800	6.645	1023	0.003	0
114	2004	131	1900	5.967	1023	0.001	0
114	2004	131	2000	6.459	1022	0.002	0
114	2004	131	2100	6.253	1022	0.002	0
114	2004	131	2200	5.814	1022	0.001	0
114	2004	131	2300	6.345	1021	0	0
114	2004	132	0	6.394	1020	0.001	0
114	2004	132	100	6.405	1020	0.004	0.101
114	2004	132	200	5.541	1020	0.003	1.065
114	2004	132	300	5.462	1018	0.002	0.799
114	2004	132	400	5.543	1017	0.004	0
114	2004	132	500	5.51	1016	0.004	0.078
114	2004	132	600	6.13	1015	0.003	0.251
114	2004	132	700	5.787	1015	0.004	0.595
114	2004	132	800	5.685	1014	0.004	1.3
114	2004	132	900	5.834	1014	0.003	1.958
114	2004	132	1000	6.075	1014	0.004	1.237
114	2004	132	1100	6.599	1013	0.004	0.955
114	2004	132	1200	7.05	1013	0.004	0.658
114	2004	132	1300	7.82	1012	0.005	0.564
114	2004	132	1400	8.2	1011	0.004	1
114	2004	132	1500	8.58	1010	0.005	2.268
114	2004	132	1600	8.55	1010	0.004	1.565
114	2004	132	1700	8.2	1010	0.005	0.157
114	2004	132	1800	8.06	1010	0.002	0.094
114	2004	132	1900	8.17	1011	0.004	0
114	2004	132	2000	7.77	1011	0.002	0.11
114	2004	132	2100	7.77	1011	0.005	0
114	2004	132	2200	7.39	1011	0.001	0
114	2004	132	2300	7.56	1011	0.004	0
114	2004	133	0	7.56	1010	0.003	0.031
114	2004	133	100	7.71	1010	0.001	0
114	2004	133	200	8.03	1010	0.002	0.016
114	2004	133	300	7.56	1009	0.003	0
114	2004	133	400	7.56	1009	0.004	0.031
114	2004	133	500	7.82	1010	0.003	0.391
114	2004	133	600	7.63	1009	0.004	1.315
114	2004	133	700	7.91	1009	0.006	1.848
114	2004	133	800	7.79	1009	0.004	1.66
114	2004	133	900	8.25	1010	0.003	1.707
114	2004	133	1000	9.13	1010	0.004	0.266
114	2004	133	1100	8.98	1009	0.004	0.125
114	2004	133	1200	8.79	1009	0.005	0
114	2004	133	1300	9.51	1008	0.004	0.094
114	2004	133	1400	10.35	1006	0.004	0
114	2004	133	1500	9.95	1006	0.005	0
114	2004	133	1600	11.02	1005	0.003	0.579
114	2004	133	1700	11.11	1005	0.004	0
114	2004	133	1800	11.07	1005	0.003	0
114	2004	133	1900	11.67	1005	0.003	1.029
114	2004	133	2000	11.79	1005	0.003	0
114	2004	133	2100	10.95	1004	0.004	0.208
114	2004	133	2200	11.82	1004	0.002	2.141
114	2004	133	2300	11.73	1004	0.002	0
114	2004	134	0	10.89	1004	0.009	0
114	2004	134	100	10.96	1004	0.002	1.19
114	2004	134	200	11.62	1003	0.004	0.078
114	2004	134	300	11.79	1003	0	0
114	2004	134	400	12.23	1002	0.001	1.832
114	2004	134	500	11.76	1003	0.004	0
114	2004	134	600	11.42	1003	0.005	0.188
114	2004	134	700	11.5	1004	0.004	0
114	2004	134	800	10.52	1005	0.005	0
114	2004	134	900	9.16	1006	0.003	0
114	2004	134	1000	9.05	1006	0.003	0.642
114	2004	134	1100	9.74	1007	0.004	0.125
114	2004	134	1200	9.99	1007	0.005	0.141
114	2004	134	1300	10.24	1007	0.005	0.047
114	2004	134	1400	10.15	1006	0.004	0
114	2004	134	1500	10.74	1006	0.004	0.125
114	2004	134	1600	9.84	1006	0.005	0
114	2004	134	1700	9.01	1006	0.004	0
114	2004	134	1800	8.24	1006	0.003	0
114	2004	134	1900	8.15	1007	0.003	0
114	2004	134	2000	7.82	1007	0.002	0
114	2004	134	2100	7.08	1006	0.001	0
114	2004	134	2200	7.11	1006	0.001	0
114	2004	134	2300	7.74	1006	0.002	0
114	2004	135	0	7.6	1006	0.002	0
114	2004	135	100	6.81	1006	0.002	0
114	2004	135	200	7.11	1006	0.003	0.094
114	2004	135	300	7.19	1005	0.003	0
114	2004	135	400	6.535	1005	0.002	0
114	2004	135	500	6.26	1004	0.003	0
114	2004	135	600	6.137	1004	0.003	0
114	2004	135	700	5.773	1004	0.002	0
114	2004	135	800	5.211	1004	0.001	0
114	2004	135	900	5.328	1005	0.001	0.016
114	2004	135	1000	5.348	1005	0.001	0.022
114	2004	135	1100	6.439	1005	0.002	0.142
114	2004	135	1200	5.745	1005	0.003	0
114	2004	135	1300	5.838	1004	0.002	0.11
114	2004	135	1400	5.622	1004	0.001	0.031
114	2004	135	1500	5.962	1003	0.001	0
114	2004	135	1600	6.055	1003	0.002	0
114	2004	135	1700	5.377	1003	0.003	0.047
114	2004	135	1800	4.975	1004	0	0
114	2004	135	1900	4.404	1004	0	0
114	2004	135	2000	4.539	1004	0	0
114	2004	135	2100	3.691	1004	0.001	0
114	2004	135	2200	3.981	1004	0	0
114	2004	135	2300	3.219	1005	0	0
114	2004	136	0	3.387	1005	0	0
114	2004	136	100	4.086	1005	0.002	0.094
114	2004	136	200	4.083	1005	0.001	0.016
114	2004	136	300	3.52	1005	0.003	0.078
114	2004	136	400	2.587	1005	0.002	0
114	2004	136	500	2.632	1005	0.001	0
114	2004	136	600	1.818	1005	0.001	0
114	2004	136	700	1.53	1005	0.001	0
114	2004	136	800	0.848	1006	0.002	0
114	2004	136	900	1.317	1006	0.001	0
114	2004	136	1000	1.577	1006	0.001	0
114	2004	136	1100	2	1007	0	0.047
114	2004	136	1200	2.161	1006	0.001	0
114	2004	136	1300	2.106	1006	0.002	0.063
114	2004	136	1400	2.067	1006	0.002	0
114	2004	136	1500	2.424	1006	0	0.094
114	2004	136	1600	2.274	1006	0.001	0.047
114	2004	136	1700	2.59	1006	0.002	0
114	2004	136	1800	1.434	1007	0.001	0.031
114	2004	136	1900	1.21	1007	0	0
114	2004	136	2000	0.993	1008	0.001	0
114	2004	136	2100	0.792	1008	0.001	0
114	2004	136	2200	0.839	1009	0.001	0
114	2004	136	2300	0.987	1009	0.001	0
114	2004	137	0	0.552	1009	0.001	0.157
114	2004	137	100	0.31	1009	0	0.063
114	2004	137	200	0.533	1009	0	0.078
114	2004	137	300	0.076	1009	0.003	0.125
114	2004	137	400	-0.022	1010	0.002	0.157
114	2004	137	500	-0.304	1010	0.002	0
114	2004	137	600	0.177	1010	0.004	0.282
114	2004	137	700	-0.045	1011	0	0.174
114	2004	137	800	0.154	1011	0.002	0.19
114	2004	137	900	-0.227	1012	0.001	0.347
114	2004	137	1000	0.472	1012	0.002	0
114	2004	137	1100	2.23	1012	0	0
114	2004	137	1200	1.458	1012	0	0
114	2004	137	1300	1.092	1013	0	0
114	2004	137	1400	1.291	1013	0.001	0.11
114	2004	137	1500	1.582	1013	0.002	0
114	2004	137	1600	2.155	1013	0.005	0
114	2004	137	1700	1.571	1013	0	0
114	2004	137	1800	1.944	1014	0.002	0.188
114	2004	137	1900	1.218	1014	0	0.392
114	2004	137	2000	1.472	1015	0	0.094
114	2004	137	2100	0.868	1015	0	0.219
114	2004	137	2200	1.726	1015	0	0.392
114	2004	137	2300	1.024	1016	0.001	0
114	2004	138	0	1.364	1016	0	0.031
114	2004	138	100	2.017	1016	0.001	0.157
114	2004	138	200	1.395	1016	0	0.063
114	2004	138	300	1.742	1016	0.005	0
114	2004	138	400	0.929	1016	0.001	0.172
114	2004	138	500	2.278	1017	0.001	0
114	2004	138	600	2.008	1017	0	0.454
114	2004	138	700	1.94	1017	0.003	0.016
114	2004	138	800	0.945	1018	0	0.188
114	2004	138	900	1.128	1018	0	0.063
114	2004	138	1000	1.55	1019	0.001	0
114	2004	138	1100	2.142	1019	0.006	0
114	2004	138	1200	2.607	1019	0.003	0
114	2004	138	1300	3.637	1019	0.002	0
114	2004	138	1400	4.125	1019	0.006	0.125
114	2004	138	1500	3.507	1019	0	0.016
114	2004	138	1600	3.302	1019	0	0
114	2004	138	1700	3.807	1019	0	0
114	2004	138	1800	3.67	1019	0.001	0
114	2004	138	1900	2.193	1020	0.001	0.077
114	2004	138	2000	3.224	1020	0.002	0
114	2004	138	2100	2.181	1021	0.001	0.143
114	2004	138	2200	2.899	1021	0	0.129
114	2004	138	2300	1.934	1021	0.001	0
114	2004	139	0	2.232	1022	0.001	0
114	2004	139	100	1.518	1022	0	0
114	2004	139	200	2.163	1022	0.003	0.031
114	2004	139	300	1.642	1022	0.001	0
114	2004	139	400	2.195	1022	0.002	0.031
114	2004	139	500	1.432	1022	0	0.016
114	2004	139	600	1.857	1022	0	0.063
114	2004	139	700	2.076	1023	0.001	0.078
114	2004	139	800	1.48	1023	0.001	0
114	2004	139	900	1.995	1023	0.001	0.172
114	2004	139	1000	2.458	1023	0	0.235
114	2004	139	1100	4.736	1023	0.004	0
114	2004	139	1200	3.841	1023	0.002	0.094
114	2004	139	1300	4.983	1023	0.001	0.031
114	2004	139	1400	4.519	1023	0	0.041
114	2004	139	1500	3.421	1022	0.001	0
114	2004	139	1600	3.435	1022	0	0
114	2004	139	1700	3.243	1022	0.002	3.87
114	2004	139	1800	2.186	1023	0.003	0
114	2004	139	1900	3.344	1023	0.001	0.016
114	2004	139	2000	2.751	1023	0	0
114	2004	139	2100	3.418	1023	0.003	0
114	2004	139	2200	3.02	1023	0.003	0.172
114	2004	139	2300	3.621	1023	0.001	0.094
114	2004	140	0	3.492	1022	0.001	0
114	2004	140	100	2.7	1022	0.003	0
114	2004	140	200	3.391	1022	0.001	0.078
114	2004	140	300	3.529	1022	0.003	0
114	2004	140	400	3.728	1022	0.005	0.172
114	2004	140	500	2.445	1021	0.003	0
114	2004	140	600	3.2	1021	0.003	0
114	2004	140	700	2.033	1021	0.001	0.094
114	2004	140	800	2.437	1020	0.003	0
114	2004	140	900	1.954	1020	0.001	0
114	2004	140	1000	2.395	1020	0	0.521
114	2004	140	1100	4.081	1020	0	0.252
114	2004	140	1200	3.658	1020	0.002	0.171
114	2004	140	1300	6.559	1019	0.003	0.26
114	2004	140	1400	6.3	1018	0.002	0.36
114	2004	140	1500	6.301	1017	0.004	0
114	2004	140	1600	4.345	1017	0.002	0
114	2004	140	1700	3.082	1017	0.004	0
114	2004	140	1800	3.692	1017	0.001	0
114	2004	140	1900	2.904	1017	0.001	0
114	2004	140	2000	2.206	1016	0.003	0
114	2004	140	2100	1.674	1016	0.001	0
114	2004	140	2200	1.802	1016	0.002	0
114	2004	140	2300	1.93	1016	0.002	0
114	2004	141	0	2.028	1015	0.002	0
114	2004	141	100	2.212	1015	0.005	0
114	2004	141	200	3.193	1015	0.002	0.161
114	2004	141	300	3.505	1014	0.004	0
114	2004	141	400	5.47	1013	0.005	0.126
114	2004	141	500	4.675	1012	0.009	0.139
114	2004	141	600	4.962	1012	0.003	0.137
114	2004	141	700	5.114	1012	0.003	0.25
114	2004	141	800	6.411	1012	0.005	0.392
114	2004	141	900	7.07	1012	0.002	0.157
114	2004	141	1000	6.855	1012	0.003	0
114	2004	141	1100	7.12	1011	0.006	0.31
114	2004	141	1200	6.284	1011	0.005	3.117
114	2004	141	1300	5.939	1010	0.004	1.347
114	2004	141	1400	5.656	1010	0.003	2.491
114	2004	141	1500	5.624	1009	0.003	2.804
114	2004	141	1600	6.314	1009	0.007	3.337
114	2004	141	1700	5.961	1008	0.006	5.185
114	2004	141	1800	5.459	1009	0.003	6.846
114	2004	141	1900	5.56	1008	0.008	6.047
114	2004	141	2000	5.313	1008	0.004	3.852
114	2004	141	2100	5.891	1008	0.006	4.685
114	2004	141	2200	6.193	1007	0.005	4.136
114	2004	141	2300	6.078	1006	0.004	4.841
114	2004	142	0	6.047	1006	0.004	3.321
114	2004	142	100	7.13	1005	0.007	4.04
114	2004	142	200	7.8	1004	0.006	3.825
114	2004	142	300	8.1	1004	0.004	2.895
114	2004	142	400	8.66	1003	0.007	2.631
114	2004	142	500	8.31	1003	0.004	1.676
114	2004	142	600	7.88	1002	0.002	1.206
114	2004	142	700	6.742	1003	0.004	2.083
114	2004	142	800	6.449	1002	0.004	0
114	2004	142	900	6.772	1002	0.003	0
114	2004	142	1000	6.422	1002	0.002	0
114	2004	142	1100	5.618	1002	0.002	0
114	2004	142	1200	4.422	1002	0.003	2.929
114	2004	142	1300	4.025	1002	0.002	2.757
114	2004	142	1400	2.914	1002	0.002	2.023
114	2004	142	1500	2.307	1002	0.002	2.579
114	2004	142	1600	1.629	1002	0.002	1.511
114	2004	142	1700	1.638	1002	0.002	1.645
114	2004	142	1800	1.548	1001	0.002	0
114	2004	142	1900	1.318	1002	0.001	0
114	2004	142	2000	1.464	1002	0.001	0
114	2004	142	2100	1.612	1002	0.001	0
114	2004	142	2200	2.072	1003	0.002	0
114	2004	142	2300	1.602	1003	0.002	0.971
114	2004	143	0	1.908	1004	0.002	0
114	2004	143	100	2.124	1004	0.003	0.016
114	2004	143	200	2.59	1005	0.002	0.11
114	2004	143	300	2.7	1006	0.003	0.11
114	2004	143	400	3.105	1006	0.002	0.188
114	2004	143	500	3.144	1007	0.003	0
114	2004	143	600	4.2	1008	0.004	0.486
114	2004	143	700	5.868	1008	0.002	0.063
114	2004	143	800	5.7	1009	0.001	1.253
114	2004	143	900	6.475	1010	0.003	0
114	2004	143	1000	6.706	1011	0.004	0.294
114	2004	143	1100	6.839	1012	0.003	0.626
114	2004	143	1200	7.13	1013	0.005	0.407
114	2004	143	1300	7.09	1013	0.004	0
114	2004	143	1400	6.693	1013	0.004	0.085
114	2004	143	1500	7.11	1014	0.004	0.11
114	2004	143	1600	5.915	1015	0.002	0
114	2004	143	1700	4.416	1015	0.001	0
114	2004	143	1800	4.436	1016	0.001	0
114	2004	143	1900	3.458	1017	0.001	0
114	2004	143	2000	3.47	1017	0.002	0
114	2004	143	2100	3.233	1018	0.002	0.004
114	2004	143	2200	3.439	1018	0	0
114	2004	143	2300	3.21	1019	0	0
114	2004	144	0	3.236	1019	0.003	0
114	2004	144	100	2.807	1019	0.001	0
114	2004	144	200	2.849	1019	0	0.055
114	2004	144	300	3.535	1019	0.001	0
114	2004	144	400	2.29	1019	0	0.172
114	2004	144	500	2.209	1019	0.001	0
114	2004	144	600	2.533	1019	0	0.125
114	2004	144	700	2.395	1019	0	0
114	2004	144	800	2.658	1019	0.002	0.016
114	2004	144	900	2.579	1020	0.002	0.141
114	2004	144	1000	3.355	1020	0	0.016
114	2004	144	1100	4.624	1020	0.005	0.251
114	2004	144	1200	4.538	1019	0	0.094
114	2004	144	1300	4.493	1019	0.003	0
114	2004	144	1400	4.396	1018	0	0.031
114	2004	144	1500	4.756	1018	0	0.313
114	2004	144	1600	6.414	1018	0.003	0
114	2004	144	1700	6.481	1017	0.002	0
114	2004	144	1800	5.296	1018	0.003	0.247
114	2004	144	1900	5.388	1018	0	0.09
114	2004	144	2000	4.762	1018	0.007	0
114	2004	144	2100	4.04	1018	0.003	0.13
114	2004	144	2200	4.415	1018	0.005	0
114	2004	144	2300	4.576	1017	0	0.095
114	2004	145	0	3.795	1017	0	0
114	2004	145	100	6.434	1016	0	0.188
114	2004	145	200	3.59	1015	0	0
114	2004	145	300	2.576	1015	0.002	0
114	2004	145	400	3.725	1014	0	0
114	2004	145	500	5.099	1015	0.002	0
114	2004	145	600	3.213	1016	0.001	1.441
114	2004	145	700	3.338	1016	0.003	0.031
114	2004	145	800	3.436	1016	0.002	0.141
114	2004	145	900	3.297	1016	0.004	0
114	2004	145	1000	3.615	1016	0.002	3.055
114	2004	145	1100	3.124	1016	0.001	0
114	2004	145	1200	3.845	1016	0.002	2.507
114	2004	145	1300	4.964	1017	0.003	0
114	2004	145	1400	5.292	1017	0.003	1.41
114	2004	145	1500	5.051	1018	0.004	0
114	2004	145	1600	5.26	1018	0.002	0
114	2004	145	1700	4.887	1018	0.003	0.486
114	2004	145	1800	4.631	1019	0.003	0
114	2004	145	1900	3.744	1019	0.002	0.642
114	2004	145	2000	4.189	1019	0.001	0
114	2004	145	2100	3.176	1020	0.004	0.047
114	2004	145	2200	2.298	1021	0	0
114	2004	145	2300	2.972	1021	0.007	0
114	2004	146	0	2.027	1021	0.004	0.188
114	2004	146	100	1.626	1021	0	0
114	2004	146	200	1.945	1021	0.001	0
114	2004	146	300	1.556	1021	0	0
114	2004	146	400	1.972	1021	0.001	0
114	2004	146	500	2.161	1021	0.001	0.139
114	2004	146	600	2.051	1021	0	0
114	2004	146	700	1.795	1021	0.001	0
114	2004	146	800	1.68	1021	0	0.219
114	2004	146	900	1.329	1022	0.002	0
114	2004	146	1000	2.483	1022	0.003	0.172
114	2004	146	1100	5.248	1022	0	0.251
114	2004	146	1200	7.36	1022	0.001	0.595
114	2004	146	1300	8.08	1022	0.008	0.388
114	2004	146	1400	5.277	1022	0	0.139
114	2004	146	1500	5.469	1022	0	0
114	2004	146	1600	7.18	1022	0.006	0.031
114	2004	146	1700	5.839	1022	0.001	0
114	2004	146	1800	4.117	1022	0	0
114	2004	146	1900	4.673	1022	0	0
114	2004	146	2000	5.097	1023	0	0
114	2004	146	2100	4.078	1023	0.001	0
114	2004	146	2200	3.427	1023	0.003	0.144
114	2004	146	2300	4.704	1023	0	0
114	2004	147	0	3.938	1023	0.001	0.06
114	2004	147	100	3.427	1023	0	0
114	2004	147	200	7.07	1023	0	0.533
114	2004	147	300	5.184	1023	0.003	0
114	2004	147	400	5.539	1023	0.009	0.141
114	2004	147	500	1.498	1023	0.003	0
114	2004	147	600	2.253	1023	0.001	0
114	2004	147	700	3.645	1023	0	0
114	2004	147	800	3.176	1023	0	0.063
114	2004	147	900	1.8	1022	0.002	0
114	2004	147	1000	2.25	1022	0.007	0.157
114	2004	147	1100	5.119	1023	0.001	0.181
114	2004	147	1200	5.999	1022	0.007	0.085
114	2004	147	1300	7.33	1021	0.005	0.44
114	2004	147	1400	7.3	1021	0.006	0.124
114	2004	147	1500	5.581	1020	0	0
114	2004	147	1600	4.516	1020	0.005	0.026
114	2004	147	1700	2.795	1020	0.004	0
114	2004	147	1800	3.224	1020	0.007	0
114	2004	147	1900	2.12	1020	0.001	0
114	2004	147	2000	1.541	1020	0.001	0
114	2004	147	2100	2.54	1020	0.003	0
114	2004	147	2200	6.199	1020	0	0.564
114	2004	147	2300	1.005	1019	0	0
114	2004	148	0	1.539	1019	0.005	0
114	2004	148	100	2.673	1018	0	0.078
114	2004	148	200	3.087	1018	0	0
114	2004	148	300	2.922	1017	0.004	0.141
114	2004	148	400	4.578	1017	0.002	0
114	2004	148	500	5.337	1016	0.006	0.486
114	2004	148	600	3.399	1016	0.004	0
114	2004	148	700	1.225	1016	0.002	0
114	2004	148	800	0.538	1016	0.002	0
114	2004	148	900	2.641	1015	0.003	0.078
114	2004	148	1000	2.647	1015	0.003	0
114	2004	148	1100	4.194	1014	0.004	0.204
114	2004	148	1200	4.198	1013	0.004	0.193
114	2004	148	1300	8.25	1012	0.001	0.632
114	2004	148	1400	8.03	1011	0.003	0
114	2004	148	1500	8.37	1011	0.008	0.105
114	2004	148	1600	8.18	1011	0.009	0
114	2004	148	1700	8.93	1010	0.002	0.125
114	2004	148	1800	9.06	1010	0.003	0.02
114	2004	148	1900	9.43	1010	0.002	0.084
